# Шапки статблоков SRD 5.2.1 — выемка из официального PDF (CC-BY-4.0),
# https://media.dndbeyond.com/compendium-images/srd/5.2/SRD_CC_v5.2.1.pdf
# Формула атрибуции, которой держим комплаенс, — в src/dnd/srd-5.2/LICENSE.md.
# Колонки: <имя статблока>\t<ожидаемая строка шапки>\t<строка PDF как есть>. Эталон для
# .github/scripts/test_statblock_headers.py — см. .claude/rules/verify-import.md.
#
# Провенанс эталона — парами «ключ = значение», сверяются гейтом:
# _source: pdf = https://media.dndbeyond.com/compendium-images/srd/5.2/SRD_CC_v5.2.1.pdf
# _source: sha256 = 8974902d109d6e63672d7c490bde9ccf052410503d9cfa768237154fbc5e3d87
# _source: pages = 364
# _source: page_size_pt = 594 x 783
# _source: license = CC BY 4.0; формула атрибуции — src/dnd/srd-5.2/LICENSE.md
# _source: extraction = pdftotext -layout -x 0 -W 297 -H 783 и -x 297 -W 297 -H 783, страницы колонок чередуются попарно (склейку делает build_statblock_fields.py); плюс выемки marker, pymupdf4llm и docling — те же четыре, что у эталона полей
# _source: regenerate = .github/scripts/build_statblock_headers.py srd-5.2
#
# Третья колонка — строка PDF как есть. У 5.2 она СОВПАДАЕТ со второй во всех
# 330 строках: PDF 5.2.1 печатает шапку в том же регистре, в каком её держит
# импорт. Это утверждение об источнике, а не копия ради формы: его каждый раз
# заново проверяет build_statblock_headers.py, а гейт сверяет третью колонку
# с эталоном ПОЛЕЙ — вторым артефактом той же выемки (#273).
Aboleth	Large Aberration, Lawful Evil	Large Aberration, Lawful Evil
White Dragon Wyrmling	Medium Dragon (Chromatic), Chaotic Evil	Medium Dragon (Chromatic), Chaotic Evil
Wight	Medium Undead, Neutral Evil	Medium Undead, Neutral Evil
Will-o'-Wisp	Tiny Undead, Chaotic Evil	Tiny Undead, Chaotic Evil
Winter Wolf	Large Monstrosity, Neutral Evil	Large Monstrosity, Neutral Evil
Wolf	Medium Beast, Unaligned	Medium Beast, Unaligned
Worg	Large Fey, Neutral Evil	Large Fey, Neutral Evil
Wraith	Medium or Small Undead, Neutral Evil	Medium or Small Undead, Neutral Evil
Wyvern	Large Dragon, Unaligned	Large Dragon, Unaligned
Xorn	Medium Elemental, Neutral	Medium Elemental, Neutral
Young Black Dragon	Large Dragon (Chromatic), Chaotic Evil	Large Dragon (Chromatic), Chaotic Evil
Young Blue Dragon	Large Dragon (Chromatic), Lawful Evil	Large Dragon (Chromatic), Lawful Evil
Young Brass Dragon	Large Dragon (Metallic), Chaotic Good	Large Dragon (Metallic), Chaotic Good
Young Bronze Dragon	Large Dragon (Metallic), Lawful Good	Large Dragon (Metallic), Lawful Good
Young Copper Dragon	Large Dragon (Metallic), Chaotic Good	Large Dragon (Metallic), Chaotic Good
Young Gold Dragon	Large Dragon (Metallic), Lawful Good	Large Dragon (Metallic), Lawful Good
Young Green Dragon	Large Dragon (Chromatic), Lawful Evil	Large Dragon (Chromatic), Lawful Evil
Young Red Dragon	Large Dragon (Chromatic), Chaotic Evil	Large Dragon (Chromatic), Chaotic Evil
Young Silver Dragon	Large Dragon (Metallic), Lawful Good	Large Dragon (Metallic), Lawful Good
Young White Dragon	Large Dragon (Chromatic), Chaotic Evil	Large Dragon (Chromatic), Chaotic Evil
Zombie	Medium Undead, Neutral Evil	Medium Undead, Neutral Evil
